date,district,grade,highest_price_rs_kg,average_price_rs_kg
23.07.2024,Kurunegala,Gorosu,1800.0,1767.0
23.07.2024,Gampaha,Gorosu,2000.0,1800.0
23.07.2024,Kalutara,Alba,4100.0,4090.0
23.07.2024,Gampaha,C-5,3400.0,3300.0
23.07.2024,Colombo,H-2,2500.0,2500.0
23.07.2024,Colombo,H-1,2600.0,2600.0
23.07.2024,Colombo,C-4,3200.0,3200.0
23.07.2024,Colombo,C-5,3400.0,3400.0
23.07.2024,Gampaha,C-4,3100.0,3000.0
30.07.2024,Matara,M-5,3150.0,3107.0
30.07.2024,Matara,C-4,3300.0,3229.0
30.07.2024,Matara,C-5,3500.0,3383.0
30.07.2024,Matara,C-5 Sp,3800.0,3583.0
30.07.2024,Galle,C-5,3400.0,3350.0
30.07.2024,Galle,H-2,2850.0,2825.0
30.07.2024,Galle,H-1,2950.0,2925.0
30.07.2024,Galle,C-4,3250.0,3225.0
30.07.2024,Matara,M-4,3100.0,3075.0
30.07.2024,Matara,Alba,4200.0,4133.0
30.07.2024,Matara,H-1,3100.0,3020.0
30.07.2024,Monaragala,C-5,3400.0,3350.0
30.07.2024,Matara,H-Faq,2700.0,2540.0
30.07.2024,Hambantota,C-5,3400.0,3400.0
30.07.2024,Hambantota,C-4,3200.0,3200.0
30.07.2024,Hambantota,H-1,3000.0,3000.0
30.07.2024,Hambantota,H-2,2950.0,2950.0
30.07.2024,Monaragala,C-4,3200.0,3175.0
30.07.2024,Monaragala,H-1,2800.0,2700.0
30.07.2024,Monaragala,H-2,2600.0,2500.0
30.07.2024,Monaragala,Heen,2000.0,1800.0
30.07.2024,Monaragala,Gorosu,1700.0,1600.0
30.07.2024,Galle,C-5 Sp,3700.0,3650.0
30.07.2024,Matara,H-2,3000.0,2936.0
30.07.2024,Galle,Alba,4100.0,4050.0
30.07.2024,Kalutara,H-2,2100.0,2100.0
30.07.2024,Kalutara,H-1,2200.0,2190.0
30.07.2024,Ratnapura,Alba,4200.0,4100.0
30.07.2024,Ratnapura,C-5 Sp,3800.0,3700.0
30.07.2024,Ratnapura,C-5,3450.0,3350.0
30.07.2024,Ratnapura,C-4,3100.0,3033.0
30.07.2024,Ratnapura,H-1,2800.0,2666.0
30.07.2024,Ratnapura,H-2,2500.0,2466.0
30.07.2024,Badulla,C-4,3600.0,3600.0
30.07.2024,Badulla,H-1,3000.0,3000.0
30.07.2024,Badulla,H-2,2800.0,2800.0
30.07.2024,Badulla,Heen,2500.0,2100.0
30.07.2024,Badulla,Gorosu,2000.0,1766.0
30.07.2024,Badulla,C-5,3700.0,3700.0
30.07.2024,Kurunegala,Gorosu,1800.0,1800.0
30.07.2024,Gampaha,C-5,3400.0,3300.0
30.07.2024,Gampaha,C-4,3100.0,3000.0
30.07.2024,Gampaha,Gorosu,2000.0,1800.0
30.07.2024,Kalutara,Alba,4100.0,4090.0
30.07.2024,Kalutara,C-5 Sp,3500.0,3470.0
30.07.2024,Kalutara,C-5,3300.0,3200.0
30.07.2024,Kalutara,C-4,3100.0,3090.0
30.07.2024,Kalutara,M-5,2500.0,2490.0
30.07.2024,Kalutara,M-4,2400.0,2380.0
30.07.2024,Kurunegala,Heen,2200.0,2200.0
06.08.2024,Matara,M-5,3150.0,3112.0
06.08.2024,Matara,C-4,3300.0,3200.0
06.08.2024,Matara,C-5,3500.0,3340.0
06.08.2024,Matara,C-5 Sp,3600.0,3517.0
06.08.2024,Matara,Alba,4200.0,4200.0
06.08.2024,Galle,C-5 Sp,3600.0,3600.0
06.08.2024,Galle,H-1,3050.0,2975.0
06.08.2024,Galle,C-4,3250.0,3250.0
06.08.2024,Galle,C-5,3400.0,3400.0
06.08.2024,Matara,M-4,3100.0,3100.0
06.08.2024,Galle,H-2,3000.0,2900.0
06.08.2024,Matara,H-1,3100.0,3050.0
06.08.2024,Monaragala,Gorosu,1700.0,1600.0
06.08.2024,Matara,H-Faq,2500.0,2425.0
06.08.2024,Hambantota,C-5,3500.0,3475.0
06.08.2024,Hambantota,C-4,3350.0,3325.0
06.08.2024,Hambantota,H-1,3100.0,3100.0
06.08.2024,Hambantota,H-2,3050.0,3025.0
06.08.2024,Monaragala,C-5,3500.0,3350.0
06.08.2024,Monaragala,C-4,3300.0,3200.0
06.08.2024,Monaragala,H-1,2800.0,2700.0
06.08.2024,Monaragala,H-2,2500.0,2450.0
06.08.2024,Monaragala,Heen,2000.0,1850.0
06.08.2024,Galle,Alba,4300.0,4150.0
06.08.2024,Matara,H-2,3050.0,2944.0
06.08.2024,Kalutara,H-2,2100.0,2100.0
06.08.2024,Kalutara,H-1,2200.0,2190.0
06.08.2024,Kalutara,M-4,2400.0,2380.0
06.08.2024,Ratnapura,C-5 Sp,3700.0,3666.0
06.08.2024,Ratnapura,C-5,3400.0,3266.0
06.08.2024,Ratnapura,C-4,3100.0,3033.0
06.08.2024,Ratnapura,H-1,2800.0,2633.0
06.08.2024,Ratnapura,H-2,2400.0,2316.0
06.08.2024,Badulla,C-5,3800.0,3800.0
06.08.2024,Badulla,C-4,3500.0,3500.0
06.08.2024,Badulla,Heen,2700.0,2434.0
06.08.2024,Badulla,Gorosu,2000.0,1634.0
06.08.2024,Kurunegala,Heen,2200.0,2200.0
06.08.2024,Kurunegala,Gorosu,1800.0,1800.0
06.08.2024,Colombo,C-5 Sp,3600.0,3600.0
06.08.2024,Ratnapura,Alba,4600.0,4333.0
06.08.2024,Colombo,C-4,3100.0,3100.0
06.08.2024,Colombo,H-1,2500.0,2500.0
06.08.2024,Colombo,H-2,2400.0,2400.0
06.08.2024,Gampaha,C-5,3500.0,3450.0
06.08.2024,Gampaha,C-4,3200.0,3150.0
06.08.2024,Gampaha,Gorosu,2000.0,1950.0
06.08.2024,Kalutara,Alba,4100.0,4090.0
06.08.2024,Kalutara,C-5 Sp,3500.0,3470.0
06.08.2024,Kalutara,C-5,3300.0,3200.0
06.08.2024,Kalutara,C-4,3100.0,3090.0
06.08.2024,Kalutara,M-5,2500.0,2490.0
06.08.2024,Colombo,C-5,3400.0,3400.0
13.08.2024,Matara,C-5,3500.0,3360.0
13.08.2024,Matara,C-5 Sp,3700.0,3633.0
13.08.2024,Matara,Alba,4200.0,4200.0
13.08.2024,Galle,H-2,3000.0,2850.0
13.08.2024,Galle,Alba,4700.0,4350.0
13.08.2024,Galle,C-4,3300.0,3250.0
13.08.2024,Galle,C-5,3500.0,3400.0
13.08.2024,Galle,C-5 Sp,4000.0,3850.0
13.08.2024,Matara,C-4,3300.0,3257.0
13.08.2024,Galle,H-1,3100.0,3050.0
13.08.2024,Matara,M-5,3250.0,3187.0
13.08.2024,Hambantota,C-4,3350.0,3325.0
13.08.2024,Matara,H-1,3200.0,3120.0
13.08.2024,Matara,H-2,3150.0,3037.0
13.08.2024,Matara,H-Faq,2700.0,2400.0
13.08.2024,Hambantota,C-5,3500.0,3475.0
13.08.2024,Hambantota,H-1,3200.0,3175.0
13.08.2024,Hambantota,H-2,3100.0,3050.0
13.08.2024,Monaragala,H-1,2500.0,2400.0
13.08.2024,Monaragala,H-2,2300.0,2266.0
13.08.2024,Monaragala,Heen,1900.0,1850.0
13.08.2024,Monaragala,Gorosu,1600.0,1566.0
13.08.2024,Kalutara,H-2,2100.0,2100.0
13.08.2024,Matara,M-4,3200.0,3133.0
13.08.2024,Kalutara,H-1,2200.0,2185.0
13.08.2024,Kalutara,M-4,2400.0,2380.0
13.08.2024,Kalutara,M-5,2500.0,2490.0
13.08.2024,Ratnapura,Alba,4700.0,4600.0
13.08.2024,Ratnapura,C-5 Sp,3700.0,3550.0
13.08.2024,Ratnapura,C-5,3400.0,3300.0
13.08.2024,Ratnapura,C-4,3200.0,3133.0
13.08.2024,Ratnapura,H-1,3000.0,2900.0
13.08.2024,Ratnapura,H-2,2900.0,2850.0
13.08.2024,Badulla,C-4,3700.0,3700.0
13.08.2024,Badulla,Heen,2700.0,2400.0
13.08.2024,Badulla,Gorosu,2000.0,1667.0
13.08.2024,Kurunegala,Heen,1800.0,1800.0
13.08.2024,Kurunegala,Gorosu,1500.0,1500.0
13.08.2024,Badulla,C-5,3900.0,3900.0
13.08.2024,Colombo,C-5,3500.0,3500.0
13.08.2024,Colombo,C-5 Sp,3800.0,3800.0
13.08.2024,Kalutara,C-5,3300.0,3200.0
13.08.2024,Kalutara,C-5 Sp,3500.0,3470.0
13.08.2024,Kalutara,Alba,4100.0,4090.0
13.08.2024,Gampaha,Gorosu,2000.0,1800.0
13.08.2024,Kalutara,C-4,3100.0,3090.0
13.08.2024,Gampaha,C-5,3400.0,3300.0
13.08.2024,Colombo,H-2,2700.0,2700.0
13.08.2024,Colombo,H-1,2800.0,2800.0
13.08.2024,Colombo,C-4,3300.0,3300.0
13.08.2024,Gampaha,C-4,3100.0,3000.0
20.08.2024,Matara,C-4,3500.0,3357.0
20.08.2024,Matara,C-5,3700.0,3475.0
20.08.2024,Matara,C-5 Sp,3800.0,3667.0
20.08.2024,Matara,Alba,4500.0,4500.0
20.08.2024,Galle,H-2,3050.0,3025.0
20.08.2024,Galle,C-5,3400.0,3350.0
20.08.2024,Galle,C-4,3300.0,3300.0
20.08.2024,Galle,C-5 Sp,3600.0,3550.0
20.08.2024,Galle,Alba,4700.0,4600.0
20.08.2024,Kalutara,H-2,2100.0,2100.0
20.08.2024,Galle,H-1,3100.0,3100.0
20.08.2024,Matara,M-5,3400.0,3317.0
20.08.2024,Monaragala,Heen,2000.0,1900.0
20.08.2024,Matara,H-1,3250.0,3212.0
20.08.2024,Matara,H-2,3200.0,3093.0
20.08.2024,Matara,H-Faq,2700.0,2575.0
20.08.2024,Hambantota,C-5,3700.0,3600.0
20.08.2024,Hambantota,C-4,3400.0,3375.0
20.08.2024,Hambantota,H-1,3200.0,3200.0
20.08.2024,Hambantota,H-2,3150.0,3125.0
20.08.2024,Monaragala,H-1,2800.0,2700.0
20.08.2024,Monaragala,H-2,2500.0,2450.0
20.08.2024,Monaragala,Gorosu,1700.0,1650.0
20.08.2024,Kalutara,H-1,2200.0,2185.0
20.08.2024,Matara,M-4,3350.0,3262.0
20.08.2024,Kalutara,M-4,2400.0,2380.0
20.08.2024,Ratnapura,C-5 Sp,3700.0,3650.0
20.08.2024,Kalutara,C-4,3100.0,3090.0
20.08.2024,Ratnapura,Alba,4500.0,4400.0
20.08.2024,Ratnapura,C-5,3500.0,3433.0
20.08.2024,Ratnapura,C-4,3300.0,3230.0
20.08.2024,Ratnapura,H-1,3000.0,2900.0
20.08.2024,Ratnapura,H-2,2700.0,2500.0
20.08.2024,Badulla,C-5,3800.0,3800.0
20.08.2024,Badulla,C-4,3500.0,3500.0
20.08.2024,Badulla,H-1,3000.0,3000.0
20.08.2024,Badulla,H-2,2800.0,2800.0
20.08.2024,Badulla,Heen,2500.0,2416.0
20.08.2024,Badulla,Gorosu,2300.0,1933.0
20.08.2024,Kurunegala,Heen,1800.0,1800.0
20.08.2024,Kalutara,M-5,2500.0,2490.0
20.08.2024,Colombo,C-5 Sp,3700.0,3700.0
20.08.2024,Colombo,C-5,3500.0,3500.0
20.08.2024,Colombo,C-4,3250.0,3250.0
20.08.2024,Colombo,H-1,2700.0,2700.0
20.08.2024,Colombo,H-2,2600.0,2600.0
20.08.2024,Gampaha,C-5,3400.0,3300.0
20.08.2024,Gampaha,C-4,3100.0,3000.0
20.08.2024,Gampaha,Gorosu,2000.0,1800.0
20.08.2024,Kalutara,Alba,4100.0,4090.0
20.08.2024,Kalutara,C-5 Sp,3500.0,3470.0
20.08.2024,Kalutara,C-5,3300.0,3200.0
20.08.2024,Kurunegala,Gorosu,1400.0,1400.0
27.08.2024,Matara,C-5 Sp,3500.0,3500.0
27.08.2024,Matara,Alba,4500.0,4400.0
27.08.2024,Galle,H-2,3000.0,2950.0
27.08.2024,Galle,H-1,3100.0,3100.0
27.08.2024,Kalutara,H-1,2200.0,2185.0
27.08.2024,Galle,C-5,3600.0,3500.0
27.08.2024,Galle,C-5 Sp,3900.0,3850.0
27.08.2024,Galle,Alba,4900.0,4700.0
27.08.2024,Kalutara,H-2,2100.0,2100.0
27.08.2024,Matara,C-5,3500.0,3460.0
27.08.2024,Galle,C-4,3400.0,3375.0
27.08.2024,Matara,C-4,3450.0,3395.0
27.08.2024,Hambantota,C-5,3700.0,3650.0
27.08.2024,Matara,M-4,3300.0,3267.0
27.08.2024,Matara,H-1,3300.0,3250.0
27.08.2024,Matara,H-2,3200.0,3117.0
27.08.2024,Matara,H-Faq,2800.0,2667.0
27.08.2024,Hambantota,C-4,3450.0,3400.0
27.08.2024,Hambantota,H-1,3200.0,3200.0
27.08.2024,Hambantota,H-2,3150.0,3150.0
27.08.2024,Monaragala,H-1,2800.0,2700.0
27.08.2024,Monaragala,H-2,2500.0,2450.0
27.08.2024,Monaragala,Heen,2000.0,1900.0
27.08.2024,Kalutara,M-4,2400.0,2380.0
27.08.2024,Matara,M-5,3350.0,3310.0
27.08.2024,Kalutara,M-5,2500.0,2490.0
27.08.2024,Monaragala,Gorosu,1700.0,1650.0
27.08.2024,Kalutara,C-5,3300.0,3200.0
27.08.2024,Ratnapura,Alba,4500.0,4500.0
27.08.2024,Ratnapura,C-5 Sp,4000.0,3900.0
27.08.2024,Ratnapura,C-5,3500.0,3450.0
27.08.2024,Ratnapura,C-4,3300.0,3150.0
27.08.2024,Ratnapura,H-1,3000.0,2900.0
27.08.2024,Ratnapura,H-2,2700.0,2650.0
27.08.2024,Badulla,M-5,3700.0,3700.0
27.08.2024,Badulla,M-4,3500.0,3500.0
27.08.2024,Badulla,H-1,3000.0,3000.0
27.08.2024,Badulla,H-2,2800.0,2800.0
27.08.2024,Badulla,Heen,2500.0,2450.0
27.08.2024,Badulla,Gorosu,2000.0,1400.0
27.08.2024,Kalutara,C-4,3100.0,3090.0
27.08.2024,Kurunegala,Gorosu,1500.0,1500.0
27.08.2024,Colombo,C-5 Sp,3600.0,3600.0
27.08.2024,Colombo,C-5,3500.0,3500.0
27.08.2024,Colombo,C-4,3200.0,3200.0
27.08.2024,Colombo,H-1,2700.0,2700.0
27.08.2024,Colombo,H-2,2600.0,2600.0
27.08.2024,Gampaha,C-5,3400.0,3300.0
27.08.2024,Gampaha,C-4,3100.0,3000.0
27.08.2024,Gampaha,Gorosu,2000.0,1800.0
27.08.2024,Kalutara,Alba,4100.0,4090.0
27.08.2024,Kalutara,C-5 Sp,3500.0,3470.0
27.08.2024,Kurunegala,Heen,1800.0,1800.0
03.09.2024,Matara,C-5 Sp,3700.0,3667.0
03.09.2024,Matara,Alba,4500.0,4500.0
03.09.2024,Galle,H-2,3100.0,3100.0
03.09.2024,Galle,H-1,3250.0,3225.0
03.09.2024,Kalutara,H-1,2400.0,2380.0
03.09.2024,Galle,C-5,3700.0,3650.0
03.09.2024,Galle,C-5 Sp,4200.0,3950.0
03.09.2024,Galle,Alba,5000.0,4750.0
03.09.2024,Kalutara,H-2,2200.0,2200.0
03.09.2024,Matara,C-5,3550.0,3490.0
03.09.2024,Galle,C-4,3400.0,3350.0
03.09.2024,Matara,C-4,3500.0,3391.0
03.09.2024,Hambantota,C-5,3500.0,3465.0
03.09.2024,Matara,M-4,3300.0,3275.0
03.09.2024,Matara,H-1,3300.0,3260.0
03.09.2024,Matara,H-2,3250.0,3188.0
03.09.2024,Matara,H-Faq,2800.0,2620.0
03.09.2024,Hambantota,C-4,3400.0,3375.0
03.09.2024,Hambantota,H-1,3275.0,3262.0
03.09.2024,Hambantota,H-2,3250.0,3225.0
03.09.2024,Monaragala,H-1,2800.0,2700.0
03.09.2024,Monaragala,H-2,2500.0,2450.0
03.09.2024,Monaragala,Heen,2000.0,1900.0
03.09.2024,Kalutara,M-4,2600.0,2585.0
03.09.2024,Matara,M-5,3400.0,3338.0
03.09.2024,Monaragala,Gorosu,1700.0,1650.0
03.09.2024,Kalutara,M-5,2800.0,2790.0
03.09.2024,Kalutara,C-5,3400.0,3385.0
03.09.2024,Kalutara,C-4,3200.0,3180.0
03.09.2024,Ratnapura,Alba,4600.0,4500.0
03.09.2024,Ratnapura,C-5 Sp,4000.0,3800.0
03.09.2024,Ratnapura,C-5,3600.0,3500.0
03.09.2024,Ratnapura,C-4,3350.0,3300.0
03.09.2024,Ratnapura,H-1,3100.0,3000.0
03.09.2024,Ratnapura,H-2,2800.0,2750.0
03.09.2024,Badulla,C-4,3700.0,3700.0
03.09.2024,Badulla,H-1,3000.0,3000.0
03.09.2024,Badulla,H-2,2800.0,2800.0
03.09.2024,Badulla,Heen,2500.0,2333.0
03.09.2024,Badulla,Gorosu,1800.0,1666.0
03.09.2024,Badulla,C-5,3900.0,3900.0
03.09.2024,Kurunegala,Gorosu,1500.0,1500.0
03.09.2024,Kurunegala,Heen,2500.0,2500.0
03.09.2024,Kalutara,Alba,4200.0,4170.0
03.09.2024,Gampaha,Gorosu,2000.0,1800.0
03.09.2024,Gampaha,C-4,3300.0,3250.0
03.09.2024,Gampaha,C-5,3500.0,3450.0
03.09.2024,Kalutara,C-5 Sp,3600.0,3565.0
03.09.2024,Colombo,H-1,2500.0,2500.0
03.09.2024,Colombo,C-4,3300.0,3300.0
03.09.2024,Colombo,C-5,3400.0,3400.0
03.09.2024,Colombo,C-5 Sp,3500.0,3500.0
03.09.2024,Colombo,H-2,2400.0,2400.0
10.09.2024,Matara,C-5 Sp,3800.0,3767.0
10.09.2024,Matara,Alba,4500.0,4500.0
10.09.2024,Galle,H-2,3100.0,3075.0
10.09.2024,Galle,H-1,3250.0,3225.0
10.09.2024,Galle,C-4,3400.0,3350.0
10.09.2024,Galle,C-5 Sp,4200.0,4000.0
10.09.2024,Galle,Alba,5000.0,4725.0
10.09.2024,Kalutara,H-2,2200.0,2200.0
10.09.2024,Kalutara,H-1,2400.0,2380.0
10.09.2024,Matara,C-5,3500.0,3470.0
10.09.2024,Galle,C-5,4000.0,3750.0
10.09.2024,Matara,C-4,3450.0,3418.0
10.09.2024,Monaragala,Gorosu,1600.0,1400.0
10.09.2024,Matara,M-4,3350.0,3317.0
10.09.2024,Matara,H-1,3300.0,3290.0
10.09.2024,Matara,H-2,3300.0,3221.0
10.09.2024,Matara,H-Faq,2950.0,2788.0
10.09.2024,Hambantota,C-5,3600.0,3550.0
10.09.2024,Hambantota,C-4,3450.0,3425.0
10.09.2024,Hambantota,H-1,3350.0,3325.0
10.09.2024,Hambantota,H-2,3300.0,3275.0
10.09.2024,Monaragala,H-1,2700.0,2600.0
10.09.2024,Monaragala,H-2,2400.0,2350.0
10.09.2024,Monaragala,Heen,1900.0,1850.0
10.09.2024,Matara,M-5,3400.0,3367.0
10.09.2024,Kalutara,M-5,2800.0,2790.0
10.09.2024,Kalutara,M-4,2600.0,2585.0
10.09.2024,Kalutara,C-5,3400.0,3385.0
10.09.2024,Ratnapura,Alba,4500.0,4500.0
10.09.2024,Ratnapura,C-5 Sp,4200.0,4000.0
10.09.2024,Ratnapura,C-5,3800.0,3600.0
10.09.2024,Ratnapura,C-4,3350.0,3300.0
10.09.2024,Ratnapura,H-1,3200.0,3000.0
10.09.2024,Ratnapura,H-2,3000.0,2800.0
10.09.2024,Badulla,C-5,3800.0,3800.0
10.09.2024,Badulla,C-4,3700.0,3700.0
10.09.2024,Badulla,H-1,3000.0,3000.0
10.09.2024,Badulla,H-2,2800.0,2800.0
10.09.2024,Badulla,Heen,2500.0,2416.0
10.09.2024,Badulla,Gorosu,2000.0,1583.0
10.09.2024,Kalutara,C-4,3200.0,3180.0
10.09.2024,Kurunegala,Gorosu,1500.0,1500.0
10.09.2024,Colombo,C-5 Sp,3700.0,3700.0
10.09.2024,Colombo,C-5,3500.0,3500.0
10.09.2024,Colombo,C-4,3300.0,3300.0
10.09.2024,Colombo,H-1,2700.0,2700.0
10.09.2024,Colombo,H-2,2600.0,2600.0
10.09.2024,Gampaha,C-5,3500.0,3450.0
10.09.2024,Gampaha,C-4,3300.0,3250.0
10.09.2024,Gampaha,Gorosu,2000.0,1800.0
10.09.2024,Kalutara,Alba,4200.0,4170.0
10.09.2024,Kalutara,C-5 Sp,3600.0,3565.0
10.09.2024,Kurunegala,Heen,1800.0,1800.0
18.09.2024,Matara,C-5,3600.0,3533.0
18.09.2024,Matara,C-5 Sp,3800.0,3717.0
18.09.2024,Matara,Alba,4500.0,4500.0
18.09.2024,Galle,H-2,3300.0,3200.0
18.09.2024,Galle,Alba,5000.0,4750.0
18.09.2024,Galle,C-4,3500.0,3450.0
18.09.2024,Galle,C-5,4000.0,3850.0
18.09.2024,Galle,C-5 Sp,4200.0,4000.0
18.09.2024,Matara,C-4,3500.0,3463.0
18.09.2024,Galle,H-1,3350.0,3300.0
18.09.2024,Matara,M-5,3450.0,3400.0
18.09.2024,Hambantota,C-4,3500.0,3475.0
18.09.2024,Matara,H-1,3350.0,3333.0
18.09.2024,Matara,H-2,3300.0,3263.0
18.09.2024,Matara,H-Faq,3000.0,2750.0
18.09.2024,Hambantota,C-5,3650.0,3625.0
18.09.2024,Hambantota,H-1,3400.0,3375.0
18.09.2024,Hambantota,H-2,3350.0,3325.0
18.09.2024,Monaragala,H-1,2600.0,2500.0
18.09.2024,Monaragala,H-2,2400.0,2350.0
18.09.2024,Monaragala,Heen,2000.0,1950.0
18.09.2024,Monaragala,Gorosu,1700.0,1600.0
18.09.2024,Kalutara,H-2,2200.0,2200.0
18.09.2024,Matara,M-4,3400.0,3350.0
18.09.2024,Kalutara,H-1,2400.0,2380.0
18.09.2024,Kalutara,M-4,2600.0,2584.0
18.09.2024,Kalutara,M-5,2800.0,2790.0
18.09.2024,Ratnapura,Alba,4500.0,4500.0
18.09.2024,Ratnapura,C-5 Sp,4100.0,4000.0
18.09.2024,Ratnapura,C-5,3800.0,3700.0
18.09.2024,Ratnapura,C-4,3400.0,3350.0
18.09.2024,Ratnapura,H-1,3200.0,3000.0
18.09.2024,Ratnapura,H-2,3000.0,2800.0
18.09.2024,Badulla,C-4,3500.0,3500.0
18.09.2024,Badulla,Heen,2500.0,2416.0
18.09.2024,Badulla,Gorosu,2000.0,1766.0
18.09.2024,Kurunegala,Heen,2800.0,2800.0
18.09.2024,Kurunegala,Gorosu,1900.0,1900.0
18.09.2024,Badulla,C-5,3800.0,3800.0
18.09.2024,Colombo,C-5,3600.0,3600.0
18.09.2024,Colombo,C-5 Sp,3800.0,3800.0
18.09.2024,Kalutara,C-5,3400.0,3385.0
18.09.2024,Kalutara,C-5 Sp,3600.0,3565.0
18.09.2024,Kalutara,Alba,4200.0,4170.0
18.09.2024,Gampaha,Gorosu,2000.0,1800.0
18.09.2024,Kalutara,C-4,3200.0,3180.0
18.09.2024,Gampaha,C-5,3500.0,3450.0
18.09.2024,Colombo,H-2,2700.0,2700.0
18.09.2024,Colombo,H-1,2800.0,2800.0
18.09.2024,Colombo,C-4,3500.0,3500.0
18.09.2024,Gampaha,C-4,3300.0,3250.0
24.09.2024,Matara,C-4,3500.0,3469.0
24.09.2024,Matara,C-5,3700.0,3570.0
24.09.2024,Matara,C-5 Sp,4000.0,3800.0
24.09.2024,Matara,Alba,4500.0,4500.0
24.09.2024,Galle,H-2,3300.0,3275.0
24.09.2024,Galle,C-5,3900.0,3750.0
24.09.2024,Galle,C-4,3500.0,3450.0
24.09.2024,Galle,C-5 Sp,4200.0,4000.0
24.09.2024,Galle,Alba,4800.0,4700.0
24.09.2024,Kalutara,H-2,2200.0,2200.0
24.09.2024,Galle,H-1,3400.0,3325.0
24.09.2024,Matara,M-5,3450.0,3450.0
24.09.2024,Monaragala,Gorosu,1700.0,1650.0
24.09.2024,Matara,H-1,3425.0,3375.0
24.09.2024,Matara,H-2,3400.0,3281.0
24.09.2024,Matara,H-Faq,3000.0,2920.0
24.09.2024,Hambantota,C-5,3650.0,3625.0
24.09.2024,Hambantota,C-4,3500.0,3475.0
24.09.2024,Hambantota,H-1,3400.0,3400.0
24.09.2024,Hambantota,H-2,3350.0,3350.0
24.09.2024,Monaragala,H-1,3000.0,2900.0
24.09.2024,Monaragala,H-2,2800.0,2600.0
24.09.2024,Monaragala,Heen,2000.0,1900.0
24.09.2024,Kalutara,H-1,2400.0,2380.0
24.09.2024,Matara,M-4,3450.0,3375.0
24.09.2024,Kalutara,M-5,2800.0,2790.0
24.09.2024,Kalutara,M-4,2600.0,2585.0
24.09.2024,Kalutara,C-4,3200.0,3180.0
24.09.2024,Ratnapura,Alba,4600.0,4500.0
24.09.2024,Ratnapura,C-5 Sp,3800.0,3700.0
24.09.2024,Ratnapura,C-5,3600.0,3500.0
24.09.2024,Ratnapura,C-4,3450.0,3400.0
24.09.2024,Ratnapura,H-1,3350.0,3500.0
24.09.2024,Ratnapura,H-2,3100.0,3000.0
24.09.2024,Badulla,C-5,3800.0,3800.0
24.09.2024,Badulla,H-1,3000.0,3000.0
24.09.2024,Badulla,H-2,2800.0,2800.0
24.09.2024,Badulla,Heen,2500.0,2410.0
24.09.2024,Badulla,Gorosu,2100.0,2016.0
24.09.2024,Kurunegala,Heen,2500.0,2500.0
24.09.2024,Badulla,C-4,3500.0,3500.0
24.09.2024,Colombo,C-5 Sp,3700.0,3700.0
24.09.2024,Kurunegala,Gorosu,1800.0,1800.0
24.09.2024,Kalutara,C-5 Sp,3600.0,3565.0
24.09.2024,Kalutara,Alba,4200.0,4170.0
24.09.2024,Gampaha,Gorosu,2000.0,2000.0
24.09.2024,Gampaha,C-4,3300.0,3250.0
24.09.2024,Kalutara,C-5,3400.0,3385.0
24.09.2024,Colombo,H-2,2600.0,2600.0
24.09.2024,Colombo,H-1,2700.0,2700.0
24.09.2024,Colombo,C-4,3500.0,3500.0
24.09.2024,Colombo,C-5,3600.0,3600.0
24.09.2024,Gampaha,C-5,3500.0,3450.0
01.10.2024,Matara,C-5 Sp,3800.0,3750.0
01.10.2024,Matara,Alba,4600.0,4525.0
01.10.2024,Galle,H-2,3350.0,3325.0
01.10.2024,Galle,H-1,3475.0,3463.0
01.10.2024,Galle,C-4,3550.0,3525.0
01.10.2024,Galle,C-5 Sp,4100.0,4000.0
01.10.2024,Galle,Alba,4500.0,4500.0
01.10.2024,Kalutara,H-2,2200.0,2200.0
01.10.2024,Kalutara,H-1,2400.0,2380.0
01.10.2024,Matara,C-5,3700.0,3633.0
01.10.2024,Galle,C-5,3750.0,3725.0
01.10.2024,Matara,C-4,3600.0,3544.0
01.10.2024,Kalutara,M-5,2800.0,2790.0
01.10.2024,Matara,M-4,3500.0,3467.0
01.10.2024,Matara,H-1,3450.0,3430.0
01.10.2024,Matara,H-2,3400.0,3319.0
01.10.2024,Matara,H-Faq,3100.0,2950.0
01.10.2024,Hambantota,C-5,3700.0,3700.0
01.10.2024,Hambantota,C-4,3600.0,3575.0
01.10.2024,Hambantota,H-1,3500.0,3475.0
01.10.2024,Hambantota,H-2,3450.0,3425.0
01.10.2024,Monaragala,H-1,2800.0,2700.0
01.10.2024,Monaragala,H-2,2600.0,2500.0
01.10.2024,Monaragala,Heen,2000.0,1900.0
01.10.2024,Kalutara,M-4,2600.0,2585.0
01.10.2024,Matara,M-5,3550.0,3500.0
01.10.2024,Monaragala,Gorosu,1700.0,1650.0
01.10.2024,Gampaha,C-5,3500.0,3450.0
01.10.2024,Kalutara,C-5,3400.0,3385.0
01.10.2024,Ratnapura,Alba,4600.0,4500.0
01.10.2024,Ratnapura,C-5 Sp,3750.0,3700.0
01.10.2024,Ratnapura,C-5,3600.0,3550.0
01.10.2024,Ratnapura,C-4,3500.0,3450.0
01.10.2024,Ratnapura,H-1,3400.0,3300.0
01.10.2024,Ratnapura,H-2,3200.0,3000.0
01.10.2024,Kalutara,C-4,3200.0,3180.0
01.10.2024,Badulla,C-4,3800.0,3800.0
01.10.2024,Badulla,H-1,3500.0,3500.0
01.10.2024,Badulla,H-2,3000.0,3000.0
